STA,Date,Precip,MorningTemp,Snowfall,YR,MO,DA,PRCP,SNF,MiddayTemp
20501,1942-5-12,9.144,24.44444444,0.0,42,5,12,0.36,0.0,31.66666667
50304,1945-7-9,31.75,22.22222222,0.0,45,7,9,1.25,0.0,23.88888889
13601,1945-3-1,4.8260000000000005,15.55555556,0.0,45,3,1,0.19,0.0,20.55555556
10803,1941-3-5,0.0,25.0,0.0,41,3,5,,0.0,34.44444444
11501,1945-7-3,4.8260000000000005,23.88888889,0.0,45,7,3,0.19,0.0,30.0
33501,1945-9-4,0.0,15.0,0.0,45,9,4,0.0,0.0,35.0
10718,1945-2-2,0.0,22.22222222,0.0,45,2,2,0.0,0.0,31.66666667
33023,1944-1-19,0.0,4.444444444,0.0,44,1,19,0.0,0.0,16.66666667
81702,1942-5-13,0.0,21.66666667,0.0,42,5,13,0.0,0.0,30.55555556
11801,1945-5-25,29.464000000000002,22.77777778,0.0,45,5,25,1.16,0.0,27.22222222
10807,1945-6-21,10.16,21.11111111,0.0,45,6,21,0.4,0.0,31.66666667
40601,1944-12-13,,25.55555556,0.0,44,12,13,,0.0,32.22222222
11601,1945-5-16,1.778,22.77777778,0.0,45,5,16,0.07,0.0,30.0
50801,1942-9-23,,18.88888889,0.0,42,9,23,,0.0,21.66666667
40601,1944-10-25,3.048,24.44444444,0.0,44,10,25,0.12,0.0,32.22222222
60701,1942-10-26,0.0,25.55555556,0.0,42,10,26,0.0,0.0,30.0
31701,1944-8-22,3.048,18.88888889,0.0,44,8,22,0.12,0.0,29.44444444
10701,1940-6-15,16.764,23.88888889,0.0,40,6,15,0.66,0.0,32.77777778
50801,1944-3-30,0.0,22.22222222,0.0,44,3,30,0.0,0.0,27.77777778
32805,1945-3-26,0.0,18.88888889,0.0,45,3,26,0.0,0.0,39.44444444
32907,1943-6-30,0.0,26.11111111,0.0,43,6,30,,0.0,29.44444444
80412,1944-8-19,6.858,23.33333333,0.0,44,8,19,0.27,0.0,31.11111111
82502,1943-4-25,0.0,10.0,0.0,43,4,25,0.0,0.0,23.33333333
50403,1944-2-5,,23.88888889,0.0,44,2,5,,0.0,30.0
10806,1944-7-2,,16.66666667,0.0,44,7,2,,0.0,26.66666667
22504,1942-12-16,0.0,20.0,0.0,42,12,16,0.0,0.0,28.33333333
31001,1944-2-5,0.0,9.444444444,0.0,44,2,5,0.0,0.0,27.22222222
10701,1940-2-19,0.0,24.44444444,0.0,40,2,19,0.0,0.0,33.33333333
12801,1945-3-30,0.0,19.44444444,0.0,45,3,30,0.0,0.0,31.11111111
40601,1944-11-9,2.286,26.11111111,0.0,44,11,9,0.09,0.0,32.22222222
22502,1942-10-4,2.032,22.77777778,0.0,42,10,4,0.08,0.0,30.0
11701,1944-1-9,4.8260000000000005,18.33333333,0.0,44,1,9,0.19,0.0,33.33333333
80411,1944-8-28,51.562,22.77777778,0.0,44,8,28,2.03,0.0,29.44444444
80411,1944-12-6,77.21600000000002,23.33333333,0.0,44,12,6,3.04,0.0,30.55555556
32601,1944-12-15,0.0,9.444444444,0.0,44,12,15,0.0,0.0,26.11111111
60701,1944-8-13,0.0,25.55555556,0.0,44,8,13,0.0,0.0,32.77777778
10701,1942-4-9,0.0,25.0,0.0,42,4,9,0.0,0.0,35.55555556
11103,1945-1-27,0.0,17.22222222,0.0,45,1,27,0.0,0.0,23.33333333
10804,1945-4-2,0.0,20.0,0.0,45,4,2,0.0,0.0,34.44444444
82506,1945-3-24,0.0,17.77777778,0.0,45,3,24,,0.0,31.11111111
32812,1945-3-14,0.0,20.55555556,0.0,45,3,14,0.0,0.0,35.55555556
11615,1945-7-24,,23.88888889,0.0,45,7,24,,0.0,32.77777778
11604,1944-1-23,1.778,20.55555556,0.0,44,1,23,0.07,0.0,27.22222222
32906,1945-4-6,,16.66666667,0.0,45,4,6,,0.0,29.44444444
16407,1943-10-20,0.0,-1.666666667,,43,10,20,0.0,,2.222222222
11902,1945-1-3,0.0,17.77777778,0.0,45,1,3,0.0,0.0,32.22222222
82403,1943-11-9,0.0,21.11111111,0.0,43,11,9,0.0,0.0,36.66666667
41204,1945-10-23,0.0,23.33333333,0.0,45,10,23,0.0,0.0,35.0
10002,1945-5-28,35.814,22.77777778,0.0,45,5,28,1.41,0.0,27.77777778
34123,1944-11-26,0.0,8.333333332999999,0.0,44,11,26,0.0,0.0,20.0
50403,1945-12-15,0.0,24.44444444,0.0,45,12,15,0.0,0.0,32.22222222
32906,1944-2-11,,12.77777778,0.0,44,2,11,,0.0,23.33333333
34111,1944-11-9,0.0,13.33333333,0.0,44,11,9,0.0,0.0,20.55555556
20501,1945-7-16,0.0,25.55555556,0.0,45,7,16,0.0,0.0,31.11111111
20501,1943-10-5,,24.44444444,0.0,43,10,5,,0.0,29.44444444
50303,1943-11-7,0.508,23.88888889,0.0,43,11,7,0.02,0.0,28.88888889
11902,1945-2-19,0.0,17.22222222,0.0,45,2,19,0.0,0.0,32.77777778
10001,1942-8-9,0.0,20.55555556,0.0,42,8,9,0.0,0.0,26.11111111
32906,1945-10-30,0.0,16.66666667,0.0,45,10,30,0.0,0.0,30.55555556
12701,1945-6-7,0.0,23.33333333,0.0,45,6,7,0.0,0.0,34.44444444
81702,1943-1-15,11.43,22.22222222,0.0,43,1,15,0.45,0.0,31.11111111
10701,1942-11-4,26.416,22.77777778,0.0,42,11,4,1.04,0.0,29.44444444
10502,1943-12-30,1.524,18.88888889,0.0,43,12,30,0.06,0.0,32.22222222
10502,1943-6-8,12.7,20.0,0.0,43,6,8,0.5,0.0,28.33333333
31001,1943-10-18,0.0,18.88888889,0.0,43,10,18,0.0,0.0,36.66666667
16405,1942-9-23,0.762,-1.111111111,0.0,42,9,23,0.03,0.0,7.222222222
33031,1945-9-18,0.0,16.66666667,0.0,45,9,18,0.0,0.0,32.22222222
34111,1944-6-4,0.0,15.0,0.0,44,6,4,0.0,0.0,30.0
60701,1945-10-19,0.0,25.55555556,0.0,45,10,19,0.0,0.0,32.77777778
10502,1943-10-13,0.0,21.11111111,0.0,43,10,13,0.0,0.0,32.77777778
21501,1945-9-22,1.27,17.77777778,0.0,45,9,22,0.05,0.0,28.88888889
50403,1943-6-5,1.016,23.88888889,0.0,43,6,5,0.04,0.0,31.11111111
10101,1945-1-26,0.0,22.22222222,0.0,45,1,26,0.0,0.0,27.77777778
10803,1941-2-8,0.0,23.33333333,0.0,41,2,8,,0.0,29.44444444
32504,1945-3-26,0.0,20.0,0.0,45,3,26,0.0,0.0,36.11111111
11701,1945-7-25,12.7,23.33333333,0.0,45,7,25,0.5,0.0,36.66666667
11701,1944-10-22,13.97,22.22222222,0.0,44,10,22,0.55,0.0,32.22222222
50303,1945-12-20,0.0,22.22222222,0.0,45,12,20,0.0,0.0,32.22222222
11501,1944-5-22,,25.55555556,0.0,44,5,22,,0.0,31.11111111
82405,1945-7-31,0.0,10.55555556,0.0,45,7,31,0.0,0.0,22.77777778
33206,1945-12-7,0.0,12.22222222,0.0,45,12,7,,0.0,15.55555556
10804,1942-9-9,0.0,22.77777778,0.0,42,9,9,0.0,0.0,30.55555556
32803,1943-11-6,0.0,18.33333333,0.0,43,11,6,0.0,0.0,31.66666667
22502,1945-12-3,2.032,18.88888889,0.0,45,12,3,0.08,0.0,24.44444444
32801,1944-4-23,0.0,27.22222222,0.0,44,4,23,0.0,0.0,42.22222222
22502,1945-8-30,,21.11111111,0.0,45,8,30,,0.0,30.0
11615,1945-3-14,0.0,19.44444444,0.0,45,3,14,0.0,0.0,28.33333333
61501,1943-8-29,,20.55555556,0.0,43,8,29,,0.0,26.11111111
13002,1943-12-22,0.762,13.33333333,0.0,43,12,22,0.03,0.0,18.88888889
11902,1943-12-19,0.0,16.11111111,0.0,43,12,19,0.0,0.0,30.55555556
81601,1944-5-14,0.0,24.44444444,0.0,44,5,14,0.0,0.0,27.77777778
81702,1944-1-10,3.556,24.44444444,0.0,44,1,10,0.14,0.0,31.11111111
10002,1944-6-19,,26.66666667,0.0,44,6,19,,0.0,28.88888889
31001,1944-12-27,0.0,15.0,0.0,44,12,27,0.0,0.0,33.33333333
13005,1945-7-8,0.0,16.66666667,0.0,45,7,8,0.0,0.0,33.88888889
32906,1945-2-18,0.0,8.333333332999999,0.0,45,2,18,0.0,0.0,22.77777778
42204,1945-9-26,10.668,23.33333333,0.0,45,9,26,0.42,0.0,27.77777778
11601,1945-10-13,0.0,25.55555556,0.0,45,10,13,0.0,0.0,30.55555556
10806,1944-11-2,16.764,16.11111111,0.0,44,11,2,0.66,0.0,19.44444444
10701,1941-3-8,0.0,23.33333333,0.0,41,3,8,0.0,0.0,31.66666667
11902,1945-6-3,0.0,21.66666667,0.0,45,6,3,0.0,0.0,32.77777778
11801,1945-7-6,11.937999999999999,22.77777778,0.0,45,7,6,0.47,0.0,31.66666667
10102,1943-11-21,0.0,22.22222222,0.0,43,11,21,0.0,0.0,33.33333333
11901,1943-3-7,0.0,13.88888889,0.0,43,3,7,0.0,0.0,26.11111111
50403,1944-1-29,15.748,22.22222222,0.0,44,1,29,0.62,0.0,29.44444444
50302,1945-8-22,,22.22222222,0.0,45,8,22,,0.0,30.0
33044,1944-6-15,0.0,12.22222222,0.0,44,6,15,0.0,0.0,30.0
22507,1943-12-17,,18.33333333,0.0,43,12,17,,0.0,26.66666667
11901,1943-7-16,0.0,16.11111111,0.0,43,7,16,0.0,0.0,25.55555556
32803,1943-4-25,,22.22222222,0.0,43,4,25,,0.0,37.22222222
22507,1944-7-15,0.0,21.66666667,0.0,44,7,15,0.0,0.0,31.11111111
61501,1944-8-25,,20.55555556,0.0,44,8,25,,0.0,26.11111111
10703,1945-6-5,,25.0,0.0,45,6,5,,0.0,30.55555556
34104,1945-5-18,0.0,15.0,0.0,45,5,18,0.0,0.0,33.33333333
22502,1945-2-24,,20.0,0.0,45,2,24,,0.0,26.66666667
81601,1945-12-26,7.62,23.33333333,0.0,45,12,26,0.3,0.0,28.88888889
32702,1944-9-12,0.0,23.33333333,0.0,44,9,12,0.0,0.0,35.0
10705,1944-7-3,,24.44444444,0.0,44,7,3,,0.0,31.66666667
33023,1944-5-27,0.0,15.55555556,0.0,44,5,27,0.0,0.0,32.22222222
11604,1943-12-29,,22.77777778,0.0,43,12,29,,0.0,26.66666667
34109,1944-5-4,0.0,10.55555556,0.0,44,5,4,0.0,0.0,22.22222222
13007,1944-12-12,0.0,2.222222222,0.0,44,12,12,0.0,0.0,16.11111111
33117,1945-6-19,0.0,22.22222222,0.0,45,6,19,0.0,0.0,29.44444444
22502,1944-5-14,0.0,20.0,0.0,44,5,14,0.0,0.0,27.77777778
33205,1945-5-12,6.35,17.22222222,0.0,45,5,12,0.25,0.0,22.22222222
11801,1944-7-6,15.748,23.33333333,0.0,44,7,6,0.62,0.0,31.66666667
33014,1944-1-8,,0.0,0.0,44,1,8,,0.0,11.11111111
11610,1945-4-14,2.032,22.77777778,0.0,45,4,14,0.08,0.0,28.33333333
41204,1945-5-25,0.0,25.0,0.0,45,5,25,0.0,0.0,36.66666667
13201,1945-4-28,0.0,13.33333333,0.0,45,4,28,0.0,0.0,18.33333333
22508,1945-5-25,0.0,16.11111111,0.0,45,5,25,0.0,0.0,27.77777778
32501,1945-3-9,0.0,18.88888889,0.0,45,3,9,0.0,0.0,27.22222222
10001,1945-6-24,5.8420000000000005,21.11111111,0.0,45,6,24,0.23,0.0,29.44444444
11701,1943-10-6,0.254,22.22222222,0.0,43,10,6,0.01,0.0,32.77777778
11704,1942-5-15,0.0,22.22222222,0.0,42,5,15,0.0,0.0,33.88888889
33003,1944-11-18,0.0,5.555555556,0.0,44,11,18,0.0,0.0,20.0
33305,1945-3-24,,0.5555555560000001,0.0,45,3,24,,0.0,17.77777778
81601,1945-3-7,12.446,23.33333333,0.0,45,3,7,0.49,0.0,31.11111111
80425,1945-4-10,3.048,21.11111111,0.0,45,4,10,0.12,0.0,31.11111111
80412,1944-4-18,37.338,22.77777778,0.0,44,4,18,1.47,0.0,26.66666667
32702,1945-12-27,0.0,3.333333333,0.0,45,12,27,0.0,0.0,23.88888889
33019,1944-4-29,0.0,7.777777778,0.0,44,4,29,0.0,0.0,20.0
32701,1944-5-28,0.0,30.0,0.0,44,5,28,0.0,0.0,48.33333333
32702,1945-10-3,0.0,18.33333333,0.0,45,10,3,0.0,0.0,34.44444444
31302,1944-8-11,0.0,11.11111111,0.0,44,8,11,0.0,0.0,24.44444444
10704,1945-7-4,0.762,22.22222222,0.0,45,7,4,0.03,0.0,28.88888889
10701,1941-2-19,0.0,23.33333333,0.0,41,2,19,0.0,0.0,32.77777778
80504,1944-6-18,1.016,23.33333333,0.0,44,6,18,0.04,0.0,30.55555556
32301,1944-3-24,0.0,10.0,0.0,44,3,24,0.0,0.0,32.22222222
32601,1945-1-20,0.0,12.22222222,0.0,45,1,20,0.0,0.0,27.77777778
11606,1942-11-8,0.254,25.0,0.0,42,11,8,0.01,0.0,30.55555556
82405,1943-12-2,0.0,22.22222222,0.0,43,12,2,0.0,0.0,31.66666667
16407,1944-7-18,1.27,2.222222222,0.0,44,7,18,0.05,0.0,12.22222222
33013,1944-9-23,0.0,15.55555556,0.0,44,9,23,0.0,0.0,28.33333333
10718,1945-12-25,4.3180000000000005,22.77777778,0.0,45,12,25,0.17,0.0,31.11111111
10705,1944-3-14,0.0,21.66666667,0.0,44,3,14,0.0,0.0,34.44444444
10703,1943-11-22,0.0,23.88888889,0.0,43,11,22,0.0,0.0,29.44444444
16202,1941-10-17,,1.666666667,0.0,41,10,17,,0.0,5.555555556
11610,1941-11-8,12.954,22.22222222,0.0,41,11,8,0.51,0.0,30.0
10803,1945-6-6,4.064,25.0,0.0,45,6,6,0.16,0.0,32.77777778
32803,1945-2-17,0.0,15.0,0.0,45,2,17,0.0,0.0,28.88888889
81601,1944-12-30,,22.22222222,0.0,44,12,30,,0.0,27.77777778
10806,1944-12-10,0.0,13.88888889,0.0,44,12,10,0.0,0.0,22.77777778
33305,1944-9-14,0.0,21.11111111,0.0,44,9,14,0.0,0.0,40.0
10806,1943-8-9,2.032,15.55555556,0.0,43,8,9,0.08,0.0,23.88888889
10718,1944-11-25,0.762,23.33333333,0.0,44,11,25,0.03,0.0,31.66666667
10806,1945-9-14,1.016,16.66666667,0.0,45,9,14,0.04,0.0,26.66666667
33206,1945-11-20,0.0,7.777777778,0.0,45,11,20,0.0,0.0,12.77777778
80412,1944-10-31,0.762,21.66666667,0.0,44,10,31,0.03,0.0,28.88888889
10803,1943-1-10,,22.77777778,0.0,43,1,10,,0.0,31.66666667
50401,1944-12-2,,21.11111111,0.0,44,12,2,,0.0,32.77777778
10704,1944-5-5,0.762,22.22222222,0.0,44,5,5,0.03,0.0,28.88888889
31101,1944-4-3,0.0,19.44444444,0.0,44,4,3,0.0,0.0,37.77777778
13601,1942-3-8,0.0,14.44444444,0.0,42,3,8,0.0,0.0,22.77777778
61502,1943-11-12,0.254,23.33333333,0.0,43,11,12,0.01,0.0,30.55555556
50304,1944-1-2,,23.33333333,0.0,44,1,2,,0.0,29.44444444
33303,1944-10-16,,21.11111111,0.0,44,10,16,,0.0,35.0
32904,1943-6-16,0.0,23.33333333,0.0,43,6,16,0.0,0.0,33.88888889
81601,1944-8-26,4.3180000000000005,22.77777778,0.0,44,8,26,0.17,0.0,29.44444444
11101,1944-4-28,0.0,18.88888889,0.0,44,4,28,0.0,0.0,23.88888889
80411,1943-11-4,56.13399999999999,23.33333333,0.0,43,11,4,2.21,0.0,27.77777778
22507,1943-6-26,0.762,21.66666667,0.0,43,6,26,0.03,0.0,32.22222222
11610,1942-12-16,0.254,22.22222222,0.0,42,12,16,0.01,0.0,30.0
50304,1944-9-10,1.27,20.0,0.0,44,9,10,0.05,0.0,28.88888889
33401,1945-8-17,0.0,24.44444444,0.0,45,8,17,0.0,0.0,43.88888889
50301,1945-7-13,18.034000000000002,21.11111111,0.0,45,7,13,0.71,0.0,25.55555556
11704,1945-2-4,0.0,17.77777778,0.0,45,2,4,0.0,0.0,30.55555556
12001,1943-12-5,0.0,8.888888889,0.0,43,12,5,0.0,0.0,21.11111111
10701,1942-5-30,9.398,22.77777778,0.0,42,5,30,0.37,0.0,29.44444444
10502,1942-6-9,4.572,22.77777778,0.0,42,6,9,0.18,0.0,30.0
12801,1943-6-14,0.254,20.0,0.0,43,6,14,0.01,0.0,31.66666667
16202,1944-10-9,10.668,2.777777778,0.0,44,10,9,0.42,0.0,10.0
81404,1944-7-28,0.0,21.66666667,0.0,44,7,28,0.0,0.0,27.22222222
11103,1945-12-6,0.0,22.77777778,0.0,45,12,6,0.0,0.0,30.0
40601,1945-1-21,0.0,26.11111111,0.0,45,1,21,0.0,0.0,30.55555556
22508,1943-12-19,,16.66666667,0.0,43,12,19,,0.0,25.55555556
34012,1945-3-12,0.0,4.444444444,0.0,45,3,12,0.0,0.0,17.22222222
50801,1944-11-29,0.0,20.0,0.0,44,11,29,0.0,0.0,23.33333333
22508,1941-3-19,,17.22222222,0.0,41,3,19,,0.0,23.88888889
13013,1945-5-12,0.0,13.33333333,0.0,45,5,12,0.0,0.0,28.33333333
11604,1944-4-15,,22.77777778,0.0,44,4,15,,0.0,28.88888889
50801,1944-2-10,,23.88888889,0.0,44,2,10,,0.0,28.33333333
10502,1944-5-12,0.0,20.0,0.0,44,5,12,0.0,0.0,33.33333333
10701,1945-8-7,,23.88888889,0.0,45,8,7,,0.0,31.11111111
33023,1945-9-22,0.0,20.0,0.0,45,9,22,0.0,0.0,30.55555556
50401,1943-2-19,9.906,23.33333333,0.0,43,2,19,0.39,0.0,29.44444444
22504,1944-1-21,0.0,17.22222222,0.0,44,1,21,0.0,0.0,27.77777778
32601,1944-9-28,0.0,23.88888889,0.0,44,9,28,0.0,0.0,32.22222222
10701,1945-1-22,0.0,23.33333333,0.0,45,1,22,0.0,0.0,32.22222222
32702,1943-12-30,0.0,12.22222222,0.0,43,12,30,0.0,0.0,28.33333333
82404,1943-7-11,0.0,1.666666667,0.0,43,7,11,0.0,0.0,20.55555556
32815,1945-7-5,8.128,26.66666667,0.0,45,7,5,0.32,0.0,33.33333333
33117,1943-11-8,21.336,10.0,0.0,43,11,8,0.84,0.0,15.55555556
32601,1943-5-6,0.0,24.44444444,0.0,43,5,6,0.0,0.0,35.0
82502,1944-1-23,0.0,15.55555556,0.0,44,1,23,0.0,0.0,35.55555556
11604,1942-5-5,0.762,26.66666667,0.0,42,5,5,0.03,0.0,28.33333333
10803,1944-6-23,6.858,21.66666667,0.0,44,6,23,0.27,0.0,29.44444444
34113,1944-7-26,0.0,18.88888889,0.0,44,7,26,0.0,0.0,32.77777778
80411,1945-5-13,0.254,22.77777778,0.0,45,5,13,0.01,0.0,30.55555556
50802,1945-1-29,0.0,22.22222222,0.0,45,1,29,0.0,0.0,30.55555556
10002,1943-6-26,,23.88888889,0.0,43,6,26,,0.0,26.66666667
10102,1943-7-27,0.508,22.22222222,0.0,43,7,27,0.02,0.0,25.55555556
32501,1945-1-7,0.0,16.66666667,0.0,45,1,7,0.0,0.0,24.44444444
11701,1945-11-7,6.35,21.11111111,0.0,45,11,7,0.25,0.0,31.66666667
60701,1944-7-22,0.0,26.11111111,0.0,44,7,22,0.0,0.0,32.77777778
31501,1944-4-28,0.0,24.44444444,0.0,44,4,28,0.0,0.0,31.11111111
33117,1944-1-6,17.526,3.333333333,0.0,44,1,6,0.69,0.0,7.777777778
32801,1944-3-25,0.0,17.22222222,0.0,44,3,25,0.0,0.0,31.66666667
11701,1942-12-30,0.0,18.33333333,0.0,42,12,30,0.0,0.0,30.55555556
32805,1944-5-3,0.0,22.77777778,0.0,44,5,3,0.0,0.0,43.88888889
11801,1944-9-24,0.0,22.22222222,0.0,44,9,24,0.0,0.0,30.55555556
34109,1944-8-14,0.0,20.55555556,0.0,44,8,14,0.0,0.0,32.22222222
10701,1941-5-1,,23.88888889,0.0,41,5,1,,0.0,30.55555556
12702,1944-5-14,0.0,25.0,0.0,44,5,14,0.0,0.0,28.33333333
10002,1945-11-17,3.048,21.66666667,0.0,45,11,17,0.12,0.0,27.22222222
13007,1944-10-10,0.0,8.888888889,0.0,44,10,10,0.0,0.0,22.77777778
11701,1945-1-22,,19.44444444,0.0,45,1,22,,0.0,31.11111111
10807,1945-1-18,0.0,19.44444444,0.0,45,1,18,0.0,0.0,30.55555556
22502,1941-5-29,0.254,19.44444444,0.0,41,5,29,0.01,0.0,26.66666667
13002,1943-11-22,4.8260000000000005,7.222222222,0.0,43,11,22,0.19,0.0,16.11111111
22502,1943-12-1,0.0,20.0,0.0,43,12,1,0.0,0.0,27.22222222
82403,1943-12-20,0.0,20.0,0.0,43,12,20,0.0,0.0,35.0
10102,1944-11-29,5.334,22.77777778,0.0,44,11,29,0.21,0.0,31.11111111
82506,1945-3-9,0.0,24.44444444,0.0,45,3,9,,0.0,32.22222222
42206,1945-12-12,0.0,13.33333333,0.0,45,12,12,0.0,0.0,20.0
10804,1943-6-30,,21.11111111,0.0,43,6,30,,0.0,28.33333333
50301,1943-11-22,,22.77777778,0.0,43,11,22,,0.0,30.0
32904,1945-4-10,14.478,20.0,0.0,45,4,10,0.57,0.0,28.33333333
32702,1945-6-23,0.0,29.44444444,0.0,45,6,23,0.0,0.0,37.77777778
10804,1944-3-22,0.0,20.0,0.0,44,3,22,0.0,0.0,32.77777778
22504,1941-6-24,0.0,23.88888889,0.0,41,6,24,0.0,0.0,29.44444444
80509,1944-11-7,7.112,23.33333333,0.0,44,11,7,0.28,0.0,28.88888889
32601,1944-5-31,0.0,25.55555556,0.0,44,5,31,0.0,0.0,34.44444444
11704,1945-5-6,23.114,18.88888889,0.0,45,5,6,0.91,0.0,32.22222222
11103,1944-11-7,0.0,22.77777778,0.0,44,11,7,0.0,0.0,28.88888889
16405,1945-9-22,4.572,0.5555555560000001,0.0,45,9,22,0.18,0.0,12.22222222
81404,1944-9-20,0.254,22.22222222,0.0,44,9,20,0.01,0.0,28.88888889
80504,1943-12-29,25.4,23.88888889,0.0,43,12,29,1.0,0.0,29.44444444
34150,1945-12-14,0.0,3.888888889,0.0,45,12,14,0.0,0.0,13.88888889
10803,1942-2-26,0.0,25.0,0.0,42,2,26,0.0,0.0,35.0
15027,1945-1-18,0.0,2.777777778,,45,1,18,,,8.333333332999999
32904,1945-3-7,0.0,13.33333333,0.0,45,3,7,0.0,0.0,30.0
22508,1942-3-27,0.0,17.77777778,0.0,42,3,27,0.0,0.0,22.77777778
34111,1944-10-9,22.605999999999998,16.11111111,0.0,44,10,9,0.89,0.0,26.11111111
11801,1944-1-24,0.0,18.88888889,0.0,44,1,24,0.0,0.0,31.11111111
12101,1945-4-16,0.0,26.11111111,0.0,45,4,16,0.0,0.0,41.66666667
31101,1944-1-9,0.0,15.0,0.0,44,1,9,0.0,0.0,30.55555556
16405,1943-10-18,0.0,-9.444444444,5.08,43,10,18,0.0,0.2,2.222222222
50303,1945-5-31,13.208,21.66666667,0.0,45,5,31,0.52,0.0,28.88888889
10701,1940-3-20,11.43,23.88888889,0.0,40,3,20,0.45,0.0,33.88888889
31701,1945-7-27,9.652000000000001,19.44444444,0.0,45,7,27,0.38,0.0,27.77777778
32815,1944-8-9,,27.22222222,0.0,44,8,9,,0.0,31.66666667
32301,1944-2-1,0.0,2.777777778,0.0,44,2,1,0.0,0.0,19.44444444
13601,1942-5-17,1.016,18.88888889,0.0,42,5,17,0.04,0.0,24.44444444
12702,1945-1-14,0.0,20.0,0.0,45,1,14,0.0,0.0,25.55555556
32904,1944-4-28,0.254,20.55555556,0.0,44,4,28,0.01,0.0,33.88888889
60701,1943-9-6,1.016,25.55555556,0.0,43,9,6,0.04,0.0,31.11111111
11606,1944-3-12,,22.22222222,0.0,44,3,12,,0.0,28.88888889
11704,1945-1-28,0.0,15.0,0.0,45,1,28,0.0,0.0,31.11111111
10718,1942-9-4,0.0,22.77777778,0.0,42,9,4,,0.0,27.77777778
61502,1943-12-26,30.988000000000003,23.88888889,0.0,43,12,26,1.22,0.0,30.0
82501,1944-2-12,1.016,17.77777778,0.0,44,2,12,0.04,0.0,24.44444444
31701,1945-11-12,1.27,17.77777778,0.0,45,11,12,0.05,0.0,22.77777778
50302,1944-10-8,0.0,23.33333333,0.0,44,10,8,0.0,0.0,31.66666667
50401,1945-11-11,0.0,22.77777778,0.0,45,11,11,0.0,0.0,32.22222222
82405,1945-1-8,0.0,22.22222222,0.0,45,1,8,0.0,0.0,32.22222222
50301,1945-9-10,,23.33333333,0.0,45,9,10,,0.0,27.77777778
80504,1944-12-14,20.32,24.44444444,0.0,44,12,14,0.8,0.0,31.11111111
50802,1943-11-23,0.0,18.33333333,0.0,43,11,23,0.0,0.0,25.55555556
10701,1942-10-6,6.35,22.22222222,0.0,42,10,6,0.25,0.0,28.88888889
